datetime,pm25_level,solar_radiation,boundary_layer_height,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,precipprob,precipcover,windspeed,pressure,conditions
2020-05-04,26.8,222.17842,791.64703,34.8,21.2,28.0,39.0,21.2,28.9,62.0,0.0,0.0,0.0,14.8,1008.2,Partially cloudy
2020-05-05,45.083333333333336,234.63283,1154.999,36.5,23.9,30.8,39.7,23.9,31.8,51.8,0.0,0.0,0.0,14.8,1006.9,Partially cloudy
2020-05-06,54.21052631578947,247.00146,765.0647,33.9,25.1,29.7,33.7,25.1,29.6,43.9,0.0,0.0,0.0,14.8,1006.4,Partially cloudy
2020-05-07,25.91304347826087,250.343,593.4331,37.0,23.3,30.2,35.6,23.3,29.6,39.6,0.0,0.0,0.0,16.6,1007.0,Clear
2020-05-08,45.73684210526316,250.50633,696.18207,39.2,24.3,32.2,39.6,24.3,32.3,41.5,0.0,0.0,0.0,13.0,1005.2,Clear
2020-05-09,54.75,244.59363,497.5469,41.0,25.0,33.2,42.6,25.0,35.1,46.7,0.0,0.0,0.0,16.6,1005.6,Clear
2020-05-10,43.75,237.80536,533.9206,35.0,24.2,28.5,39.5,24.2,29.8,55.3,0.911,100.0,8.33,22.3,1007.1,"Rain, Partially cloudy"
2020-05-11,45.91666666666666,227.77406,612.6635,35.0,21.9,28.9,37.7,21.9,29.9,52.9,0.0,0.0,0.0,16.6,1008.0,Partially cloudy
2020-05-12,42.4,247.45386,828.6618,37.1,25.7,31.2,39.2,25.7,32.2,48.3,0.0,0.0,0.0,14.8,1007.5,Partially cloudy
2020-05-13,64.52173913043478,197.01164,618.59155,34.6,27.5,30.5,37.2,29.1,32.1,52.2,0.0,0.0,0.0,11.2,1006.5,Partially cloudy
2020-05-14,43.76923076923077,237.54616,614.04034,39.0,25.1,30.6,41.9,25.1,31.7,52.9,0.34,100.0,4.17,18.4,1005.6,"Rain, Partially cloudy"
2020-05-15,58.5,243.51566,884.38495,39.0,25.1,32.1,39.9,25.1,32.3,40.3,0.0,0.0,0.0,20.5,1005.2,Partially cloudy
2020-05-16,74.79166666666667,258.74982,917.2443,40.0,25.2,32.5,38.4,25.2,32.0,35.9,0.0,0.0,0.0,17.5,1004.2,Clear
2020-05-17,90.34782608695652,249.4211,698.1381,40.4,24.0,32.4,40.2,24.0,31.8,33.9,0.0,0.0,0.0,18.4,1002.7,Partially cloudy
2020-05-18,88.52631578947368,263.39288,1081.3724,41.0,24.8,32.8,40.1,24.8,32.0,32.4,0.0,0.0,0.0,18.4,1001.7,Partially cloudy
2020-05-19,91.47826086956522,256.11676,1234.364,41.0,23.8,33.6,39.1,23.8,32.5,26.2,0.0,0.0,0.0,14.8,1001.0,Partially cloudy
2020-05-20,62.34782608695652,264.76953,1086.637,40.0,24.1,33.1,37.7,24.1,31.5,23.2,0.0,0.0,0.0,20.5,1000.8,Clear
2020-05-21,44.208333333333336,265.84348,872.2057,42.0,26.0,34.8,39.6,26.0,33.1,21.9,0.0,0.0,0.0,24.1,1000.0,Clear
2020-05-22,71.70833333333333,260.57162,597.57794,44.0,25.5,35.6,44.0,25.5,34.4,23.3,0.0,0.0,0.0,20.5,999.9,Clear
2020-05-23,59.25,248.30515,730.7816,44.0,27.9,37.1,44.0,28.6,36.1,23.5,0.0,0.0,0.0,22.3,1001.0,Partially cloudy
2020-05-24,46.875,259.24136,1193.3362,45.0,30.6,38.2,45.0,30.3,37.0,20.0,0.0,0.0,0.0,22.3,1001.7,Partially cloudy
2020-05-25,60.66666666666666,260.72733,1283.4794,44.0,28.9,37.1,44.0,28.2,36.4,24.8,0.0,0.0,0.0,21.0,1001.3,Clear
2020-05-26,58.375,257.8332,898.01447,45.3,28.9,38.0,45.3,28.8,37.3,23.7,0.0,0.0,0.0,20.3,999.4,Partially cloudy
2020-05-27,44.52941176470589,258.23032,965.9669,45.2,30.6,37.9,45.2,29.7,37.5,23.2,0.0,0.0,0.0,22.3,997.9,Partially cloudy
2020-05-28,37.083333333333336,221.21776,808.9506,39.6,24.1,33.5,43.6,24.1,35.0,43.4,2.851,100.0,4.17,24.1,999.8,"Rain, Partially cloudy"
2020-05-29,25.047619047619047,221.6125,767.9226,35.0,24.7,29.1,37.2,24.7,30.4,61.4,3.851,100.0,4.17,22.3,1003.0,"Rain, Partially cloudy"
2020-05-30,23.26315789473684,153.87694,599.59106,33.9,24.0,28.6,37.6,24.0,30.2,62.8,0.0,0.0,0.0,22.3,1005.1,Partially cloudy
2020-05-31,21.166666666666668,212.42485,587.29913,33.3,21.5,25.8,38.1,21.5,26.7,79.1,11.597,100.0,12.5,33.5,1007.1,"Rain, Partially cloudy"
2020-06-01,38.73913043478261,245.8668,630.64484,35.0,22.0,28.7,38.8,22.0,30.3,62.9,0.0,0.0,0.0,9.4,1007.3,Partially cloudy
2020-06-02,42.47058823529412,230.89946,530.407,36.2,26.0,31.0,37.8,26.0,32.7,53.8,0.0,0.0,0.0,22.3,1005.4,Partially cloudy
2020-06-03,46.41666666666666,216.6554,530.9641,36.0,26.1,31.1,39.1,26.1,33.1,54.1,0.425,100.0,4.17,11.2,1003.5,"Rain, Partially cloudy"
2020-06-04,63.875,191.65474,462.6173,34.6,26.0,29.3,39.5,26.0,31.0,60.2,0.119,100.0,4.17,22.3,1002.5,"Rain, Partially cloudy"
2020-06-05,34.65217391304348,216.93257,526.45306,34.9,26.0,29.1,37.9,26.0,30.3,58.9,1.055,100.0,12.5,22.3,1002.8,"Rain, Partially cloudy"
2020-06-06,31.0,242.93219,712.1485,36.0,25.0,30.3,41.1,25.0,32.8,62.5,0.0,0.0,0.0,14.8,1002.0,Partially cloudy
2020-06-07,35.416666666666664,227.88937,631.79803,34.1,24.0,29.4,39.4,24.0,31.9,64.6,6.851,100.0,16.67,18.4,1001.9,"Rain, Partially cloudy"
2020-06-08,40.0,224.99278,858.41296,37.1,25.7,31.9,42.3,25.7,34.8,55.6,0.0,0.0,0.0,16.5,1001.4,Clear
2020-06-09,58.04545454545455,203.45932,839.0122,40.0,27.9,34.7,45.3,32.1,38.9,49.0,0.0,0.0,0.0,20.5,1001.1,Partially cloudy
2020-06-10,47.95454545454545,233.82802,695.9089,42.0,29.9,34.7,49.3,35.0,39.7,51.9,0.445,100.0,4.17,24.1,1000.6,"Rain, Partially cloudy"
2020-06-11,46.391304347826086,227.77528,805.51263,40.0,28.7,34.6,49.7,32.0,40.1,52.8,0.0,0.0,0.0,16.6,999.4,Partially cloudy
2020-06-12,60.0,233.93849,970.0714,40.0,30.9,35.7,49.7,35.5,42.2,51.1,0.0,0.0,0.0,27.7,998.1,Partially cloudy
2020-06-13,45.578947368421055,211.51436,663.46594,38.7,30.0,32.9,51.1,32.4,38.5,57.8,0.03,100.0,4.17,16.6,998.9,"Rain, Partially cloudy"
2020-06-14,61.625,186.41428,840.19855,39.7,28.8,34.3,47.9,32.7,40.5,55.9,0.0,0.0,0.0,13.0,1000.4,Partially cloudy
2020-06-15,47.04166666666666,236.23677,1099.2488,41.1,30.4,36.1,48.5,34.9,40.7,44.9,0.0,0.0,0.0,16.6,998.4,Partially cloudy
2020-06-16,38.0,226.52979,827.4137,41.4,31.1,35.8,49.5,35.8,41.0,47.2,0.0,0.0,0.0,25.0,996.0,Partially cloudy
2020-06-17,28.666666666666668,245.38547,993.1908,40.3,30.9,35.4,54.0,36.5,42.6,52.9,0.0,0.0,0.0,18.4,995.6,Partially cloudy
2020-06-18,35.56521739130435,235.93205,947.7803,42.2,29.8,36.1,53.8,35.1,44.3,53.6,0.0,0.0,0.0,14.8,996.1,Clear
2020-06-19,62.25,235.21187,1027.7517,41.0,31.2,36.0,49.3,37.9,44.3,53.4,0.0,0.0,0.0,20.5,998.0,Partially cloudy
2020-06-20,36.0,225.00746,792.8918,37.8,26.2,31.9,48.9,26.2,37.8,62.7,4.593,100.0,8.33,20.2,1000.2,"Rain, Partially cloudy"
2020-06-21,39.04166666666666,231.70068,628.80884,36.0,27.0,31.6,47.5,30.1,38.2,67.8,0.149,100.0,4.17,13.0,999.9,"Rain, Partially cloudy"
2020-06-22,39.16666666666666,217.8618,707.4732,37.0,25.4,32.0,45.1,25.4,37.8,66.0,37.578,100.0,4.17,13.0,999.6,"Rain, Partially cloudy"
2020-06-23,25.666666666666668,193.65991,783.71405,36.6,28.9,32.8,49.2,33.6,41.9,67.9,0.0,0.0,0.0,14.8,1001.7,Partially cloudy
2020-06-24,28.291666666666668,149.15541,546.4167,34.0,28.2,31.0,46.6,33.6,39.6,76.6,11.058,100.0,4.17,16.6,1002.8,"Rain, Partially cloudy"
2020-06-25,31.65217391304348,203.70343,678.04663,36.2,28.1,31.5,47.0,34.3,40.2,74.9,1.701,100.0,4.17,10.1,1000.4,"Rain, Partially cloudy"
2020-06-26,40.25,193.16037,788.69574,36.8,29.0,32.3,48.0,34.5,40.8,70.2,0.747,100.0,4.17,18.6,999.3,"Rain, Partially cloudy"
2020-06-27,37.958333333333336,214.29182,928.1624,40.0,29.8,34.0,51.0,34.1,42.3,60.8,0.0,0.0,0.0,23.7,998.1,Partially cloudy
2020-06-28,56.625,209.80403,1092.2902,40.2,30.5,36.2,52.7,36.5,45.1,54.0,0.0,0.0,0.0,26.6,997.2,Partially cloudy
2020-06-29,36.0,217.55292,842.83057,40.8,28.5,35.1,49.6,31.3,41.4,52.3,2.552,100.0,4.17,20.3,999.1,"Rain, Partially cloudy"
2020-06-30,38.8421052631579,190.19115,724.97125,37.0,27.3,32.2,52.5,30.6,41.2,70.0,0.0,0.0,0.0,16.6,1000.8,Partially cloudy
2020-07-01,48.583333333333336,230.0073,789.7057,37.9,30.2,33.9,50.9,37.7,43.9,65.0,0.0,0.0,0.0,25.2,999.4,Partially cloudy
2020-07-02,58.375,223.83467,984.7624,39.8,31.0,35.5,54.6,37.7,47.0,61.6,0.0,0.0,0.0,11.2,997.0,Partially cloudy
2020-07-03,59.72727272727273,217.8729,778.19354,41.0,31.7,35.1,57.7,38.1,46.2,61.9,3.585,100.0,8.33,17.5,996.5,"Rain, Partially cloudy"
2020-07-04,43.04166666666666,181.8211,807.8585,38.9,30.0,33.6,48.6,35.1,42.6,65.0,0.0,0.0,0.0,16.6,997.1,Partially cloudy
2020-07-05,26.782608695652176,173.75194,687.5667,34.0,23.0,29.2,44.1,23.0,34.4,78.5,36.24,100.0,8.33,18.4,998.2,"Rain, Partially cloudy"
2020-07-06,40.79166666666666,214.83344,773.411,35.0,27.2,31.1,47.1,31.2,39.4,76.2,0.51,100.0,4.17,16.6,997.5,"Rain, Partially cloudy"
2020-07-07,15.166666666666666,169.9017,768.3606,34.6,27.9,30.1,45.5,32.7,37.3,78.7,0.299,100.0,4.17,18.4,1000.2,"Rain, Partially cloudy"
2020-07-08,21.26086956521739,98.35684,459.50995,35.8,27.0,30.1,51.4,31.2,38.6,83.9,0.299,100.0,4.17,17.5,1001.6,"Rain, Partially cloudy"
2020-07-09,27.541666666666668,144.07318,535.2906,37.5,28.0,32.3,47.9,34.5,41.1,72.6,0.0,0.0,0.0,10.4,998.2,Partially cloudy
2020-07-10,21.70833333333333,212.06775,859.3375,38.0,28.9,33.6,50.2,34.9,43.3,66.0,5.955,100.0,4.17,18.4,995.9,"Rain, Partially cloudy"
2020-07-11,17.625,214.92978,590.33765,36.6,25.3,31.3,48.9,25.3,38.2,72.6,0.299,100.0,4.17,18.4,997.3,"Rain, Partially cloudy"
2020-07-12,18.541666666666668,177.255,429.701,34.8,26.0,30.7,43.8,26.0,37.0,70.8,0.0,0.0,0.0,16.6,998.6,Partially cloudy
2020-07-13,28.0,210.84048,698.37366,36.8,27.0,32.0,44.2,30.1,38.0,64.9,0.0,0.0,0.0,11.5,998.3,Partially cloudy
2020-07-14,36.833333333333336,201.22319,563.7056,38.0,28.9,33.5,49.3,34.5,42.0,64.6,0.0,0.0,0.0,13.7,999.2,Partially cloudy
2020-07-15,37.625,171.7577,704.09454,36.4,30.0,32.8,47.4,37.4,42.0,68.5,0.0,0.0,0.0,18.4,999.9,Partially cloudy
2020-07-16,28.0,184.20137,684.6865,37.1,29.3,32.0,49.1,36.5,40.5,71.5,0.0,0.0,0.0,14.8,999.0,Partially cloudy
2020-07-17,42.54166666666666,190.60588,683.0213,35.6,29.0,32.2,47.5,35.6,42.2,73.5,3.403,100.0,4.17,20.5,999.7,"Rain, Partially cloudy"
2020-07-18,38.16666666666666,191.29955,482.7763,35.0,30.0,32.1,49.0,38.8,42.6,75.8,0.0,0.0,0.0,18.4,1000.7,Partially cloudy
2020-07-19,21.45833333333333,122.31054,479.9763,33.8,26.2,30.4,46.7,26.2,39.0,82.4,63.831,100.0,12.5,16.6,999.5,"Rain, Partially cloudy"
2020-07-20,16.666666666666668,178.91698,532.45386,32.2,26.0,28.4,40.4,26.0,32.3,80.1,0.463,100.0,8.33,22.3,998.0,"Rain, Partially cloudy"
2020-07-21,19.916666666666668,145.81358,411.63895,31.3,24.4,26.6,37.7,24.4,28.5,89.8,27.388,100.0,12.5,22.3,1000.9,"Rain, Partially cloudy"
2020-07-22,15.375,114.99691,386.24835,28.0,24.7,26.2,31.9,24.7,27.5,93.2,75.987,100.0,12.5,13.0,1002.0,"Rain, Partially cloudy"
2020-07-23,30.791666666666668,217.50635,571.16907,33.9,24.8,29.2,42.0,24.8,33.5,79.0,0.0,0.0,0.0,13.0,1001.0,Partially cloudy
2020-07-24,35.208333333333336,195.76549,533.24615,34.8,26.0,30.0,45.5,26.0,37.1,80.3,4.286,100.0,12.5,12.2,1003.6,"Rain, Partially cloudy"
2020-07-25,27.5,163.4801,439.9963,34.9,26.1,30.3,48.4,26.1,38.8,83.4,0.0,0.0,0.0,11.2,1005.4,Partially cloudy
2020-07-26,34.416666666666664,177.5982,482.12997,35.7,27.9,31.6,47.4,33.9,40.9,76.8,0.51,100.0,4.17,14.1,1005.0,"Rain, Partially cloudy"
2020-07-27,28.20833333333333,188.36163,660.3489,36.7,29.0,32.8,49.0,36.8,43.1,72.6,0.0,0.0,0.0,15.4,1002.0,Partially cloudy
2020-07-28,21.875,198.66776,643.41437,36.8,29.0,33.2,50.9,37.4,44.8,73.7,0.0,0.0,0.0,13.5,1000.0,Partially cloudy
2020-07-29,21.166666666666668,177.29755,555.0476,36.0,26.0,30.2,48.9,26.0,37.8,80.4,9.597,100.0,8.33,9.4,1000.6,"Rain, Partially cloudy"
2020-07-30,14.458333333333334,137.39166,555.0949,31.0,26.0,28.7,37.6,26.0,33.3,80.1,0.0,0.0,0.0,13.3,1002.6,Partially cloudy
2020-07-31,31.0,199.26326,403.6899,33.8,27.2,30.3,47.0,31.9,38.8,81.8,1.577,100.0,8.33,9.4,1001.8,"Rain, Partially cloudy"
2020-08-01,20.41875,110.84599,374.93005,35.7,27.9,29.9,47.2,33.8,38.0,84.0,6.851,100.0,4.17,14.8,1001.1,"Rain, Partially cloudy"
2020-08-02,25.32034632034632,177.67305,546.826,36.7,27.0,31.4,50.6,31.3,40.5,77.6,1.494,100.0,4.17,18.4,999.0,"Rain, Partially cloudy"
2020-08-03,19.714285714285715,210.69266,544.21075,36.8,28.8,32.3,50.8,35.4,42.7,74.8,0.5,100.0,16.67,18.4,995.0,"Rain, Partially cloudy"
2020-08-04,21.58333333333333,186.12952,547.3429,36.1,28.4,32.1,47.8,35.8,42.2,75.5,1.1,100.0,25.0,11.3,993.2,"Rain, Partially cloudy"
2020-08-05,35.25,173.73528,502.7066,34.0,29.1,31.1,46.2,37.0,41.9,82.6,13.15,100.0,8.33,20.2,994.6,"Rain, Partially cloudy"
2020-08-06,14.375,181.7351,1175.2388,36.9,28.5,32.2,47.5,34.6,40.9,71.8,0.897,100.0,8.33,29.9,997.3,"Rain, Partially cloudy"
2020-08-07,22.52173913043478,182.57465,665.9007,35.6,28.0,31.6,48.9,31.9,40.4,73.3,0.17,100.0,4.17,26.3,1000.3,"Rain, Partially cloudy"
2020-08-08,46.5,187.64357,608.24884,36.9,29.0,32.6,49.0,35.6,43.0,73.7,0.085,100.0,4.17,9.4,998.4,"Rain, Partially cloudy"
2020-08-09,19.928571428571427,126.09491,429.36737,34.8,27.0,30.1,48.8,31.8,39.1,85.2,2.977,100.0,16.67,18.4,998.1,"Rain, Partially cloudy"
2020-08-10,24.727272727272727,82.157104,421.79227,34.0,28.0,30.9,47.4,34.5,40.8,81.6,0.425,100.0,4.17,11.2,999.2,"Rain, Partially cloudy"
2020-08-11,36.642857142857146,105.5746,378.0533,36.5,28.0,30.9,48.2,34.5,40.7,82.3,7.656,100.0,4.17,14.8,998.9,"Rain, Partially cloudy"
2020-08-12,21.666666666666668,105.021675,486.17892,35.8,25.0,31.1,47.3,25.0,39.5,77.7,12.838,100.0,8.33,22.3,997.8,"Rain, Partially cloudy"
2020-08-13,12.875,84.47055,257.94382,28.8,25.2,27.0,36.4,25.2,30.7,96.4,73.254,100.0,20.83,20.5,997.7,"Rain, Partially cloudy"
2020-08-14,17.666666666666668,104.94832,371.12357,31.8,26.0,28.9,42.0,26.0,35.9,88.6,0.538,100.0,8.33,10.6,996.9,"Rain, Partially cloudy"
2020-08-15,26.31578947368421,157.78998,520.9833,34.6,27.0,30.6,47.9,31.2,39.8,82.4,0.0,0.0,0.0,11.8,996.8,Partially cloudy
2020-08-16,17.52173913043478,137.20837,430.2359,35.8,28.0,31.1,47.9,33.5,40.3,79.8,0.766,100.0,4.17,13.8,997.9,"Rain, Partially cloudy"
2020-08-17,25.625,179.40735,379.30045,34.6,28.0,30.4,47.7,34.5,40.5,87.1,20.505,100.0,8.33,13.0,998.2,"Rain, Partially cloudy"
2020-08-18,22.80952380952381,121.33159,361.24673,34.8,28.0,29.9,50.3,33.5,39.3,86.9,0.98,100.0,8.33,18.3,998.9,"Rain, Partially cloudy"
2020-08-19,19.0,46.284485,199.40453,28.2,24.9,26.9,34.7,24.9,30.6,95.7,40.664,100.0,16.67,17.7,998.9,"Rain, Partially cloudy"
2020-08-20,17.695652173913043,102.751686,335.3921,29.2,24.8,26.5,38.4,24.8,29.0,96.3,33.24,100.0,12.5,13.0,1001.4,"Rain, Partially cloudy"
2020-08-21,16.583333333333332,157.86035,672.93274,34.6,25.2,29.4,44.1,25.2,34.4,79.5,0.851,100.0,4.17,14.8,1002.7,"Rain, Partially cloudy"
2020-08-22,15.0,162.15213,828.474,34.7,26.7,30.3,44.1,29.8,36.4,74.4,0.0,0.0,0.0,19.5,1001.8,Partially cloudy
2020-08-23,16.375,160.63322,740.99524,33.5,27.0,29.3,42.8,30.1,35.5,80.2,1.791,100.0,4.17,16.2,1000.4,"Rain, Partially cloudy"
2020-08-24,11.652173913043478,127.30252,600.8067,32.5,27.0,29.0,40.9,30.6,35.0,82.1,0.085,100.0,4.17,16.6,1000.8,"Rain, Partially cloudy"
2020-08-25,15.166666666666666,144.76778,504.5645,32.6,26.8,29.2,41.3,30.5,35.3,81.2,0.0,0.0,0.0,14.4,1003.0,Partially cloudy
2020-08-26,13.05,146.05882,379.16678,33.6,27.0,30.0,41.2,30.6,36.2,76.3,0.0,0.0,0.0,14.1,1004.3,Partially cloudy
2020-08-27,14.541666666666666,84.50082,383.19208,34.8,27.0,30.7,43.1,30.6,37.0,72.9,0.0,0.0,0.0,11.8,1003.5,Partially cloudy
2020-08-28,22.52173913043478,168.284,351.86285,32.8,26.0,28.5,41.9,26.0,33.5,85.9,24.942,100.0,8.33,10.3,1001.9,"Rain, Partially cloudy"
2020-08-29,26.375,154.80438,490.20117,34.6,26.0,29.8,45.2,26.0,35.8,80.8,0.0,0.0,0.0,11.2,1001.2,Partially cloudy
2020-08-30,13.27777777777778,158.39288,806.37354,30.8,27.0,28.8,37.2,30.1,34.1,81.3,0.5,100.0,8.33,18.5,1000.9,"Rain, Partially cloudy"
2020-08-31,11.866666666666667,159.02882,680.7863,32.8,26.2,29.0,39.9,26.2,33.4,76.8,0.0,0.0,0.0,18.4,1003.2,Partially cloudy
2020-09-01,14.5,133.4965,555.14606,34.6,26.0,29.9,41.2,26.0,34.3,71.9,0.0,0.0,0.0,12.6,1004.8,Partially cloudy
2020-09-02,18.041666666666668,168.3661,452.5012,34.1,26.0,30.2,43.2,26.0,35.9,74.6,0.0,0.0,0.0,10.3,1006.7,Partially cloudy
2020-09-03,30.875,107.08508,568.4348,34.7,28.0,30.9,45.6,32.7,38.7,75.6,0.06,100.0,4.17,15.3,1007.1,"Rain, Partially cloudy"
2020-09-04,34.8235294117647,171.84473,436.3866,34.6,28.0,30.5,46.0,32.7,38.5,77.7,1.129,100.0,4.17,11.2,1006.2,"Rain, Partially cloudy"
2020-09-05,18.954545454545453,95.5996,380.2125,36.6,24.5,29.4,46.5,24.5,34.8,81.4,17.357,100.0,12.5,19.9,1004.4,"Rain, Partially cloudy"
2020-09-06,23.90909090909091,137.86598,322.94986,34.6,25.0,29.2,43.8,25.0,34.0,80.9,0.0,0.0,0.0,9.4,1003.5,Partially cloudy
2020-09-07,45.0,174.21526,402.005,33.6,27.0,29.2,44.1,30.6,35.6,82.2,3.24,100.0,4.17,17.1,1003.9,"Rain, Partially cloudy"
2020-09-08,28.666666666666668,156.78278,496.79855,34.9,26.0,30.1,43.3,26.0,35.5,75.7,0.0,0.0,0.0,11.2,1004.6,Partially cloudy
2020-09-09,49.81818181818182,157.87706,491.9573,35.0,27.5,31.0,43.3,32.2,37.6,72.6,0.0,0.0,0.0,14.8,1004.3,Partially cloudy
2020-09-10,52.0,192.35707,518.39136,35.0,27.0,30.9,42.8,31.2,37.1,72.7,0.0,0.0,0.0,14.8,1002.2,Partially cloudy
2020-09-11,58.0,178.88339,382.00037,37.0,27.0,31.6,43.0,30.6,36.4,65.1,0.0,0.0,0.0,13.0,1002.6,Partially cloudy
2020-09-12,53.85714285714285,199.69469,418.85532,36.8,27.0,31.8,45.1,30.1,38.0,66.9,0.0,0.0,0.0,7.6,1004.9,Partially cloudy
2020-09-13,60.45,177.66536,443.08627,35.8,28.0,32.0,44.4,32.7,39.4,68.9,0.0,0.0,0.0,9.4,1004.9,Partially cloudy
2020-09-14,67.25,191.85149,456.71936,36.6,28.0,31.7,46.2,33.5,39.3,71.3,0.0,0.0,0.0,9.4,1003.8,Partially cloudy
2020-09-15,57.19047619047619,193.26508,526.94635,36.7,26.0,31.7,44.1,26.0,38.4,69.5,0.0,0.0,0.0,10.3,1003.3,Partially cloudy
2020-09-16,61.869565217391305,187.5059,535.42804,37.6,28.3,32.5,45.5,34.2,39.3,65.5,0.0,0.0,0.0,11.2,1003.0,Partially cloudy
2020-09-17,41.11111111111112,192.60497,712.02216,36.8,28.0,32.5,44.8,32.7,38.9,63.6,0.0,0.0,0.0,20.5,1002.7,Partially cloudy
2020-09-18,37.5,179.2301,594.5067,37.8,28.0,32.9,45.2,31.9,39.8,63.6,0.0,0.0,0.0,16.6,1001.8,Partially cloudy
2020-09-19,52.27777777777778,192.02907,560.42694,36.8,28.0,32.2,44.4,32.7,39.0,66.7,0.0,0.0,0.0,9.7,1002.0,Partially cloudy
2020-09-20,60.333333333333336,197.71146,599.54114,36.6,28.0,32.2,45.1,32.7,38.9,66.6,0.0,0.0,0.0,10.3,1001.5,Partially cloudy
2020-09-21,58.57142857142857,193.16434,561.32263,36.6,28.0,32.2,45.2,31.9,39.2,65.8,0.0,0.0,0.0,9.7,1000.4,Partially cloudy
2020-09-22,29.2,147.20428,450.67813,36.5,28.8,31.9,46.7,34.5,39.4,69.4,0.0,0.0,0.0,13.3,1000.7,Partially cloudy
2020-09-23,23.47826086956522,161.99782,543.9551,35.7,28.7,31.7,44.9,34.1,38.8,69.0,0.0,0.0,0.0,10.5,1000.9,Partially cloudy
2020-09-24,34.77272727272727,188.17628,506.8862,35.0,27.0,30.5,43.1,30.1,36.1,71.1,0.0,0.0,0.0,13.0,1003.0,Partially cloudy
2020-09-25,50.23809523809524,195.2026,536.9127,36.9,27.2,31.3,40.8,30.2,35.2,62.9,0.0,0.0,0.0,14.8,1002.6,Partially cloudy
2020-09-26,57.29166666666666,171.82396,498.3553,33.6,25.9,29.3,36.9,25.9,31.7,65.4,0.0,0.0,0.0,18.0,1002.6,Partially cloudy
2020-09-27,32.458333333333336,190.72388,414.97397,35.8,24.0,29.4,39.6,24.0,31.0,59.6,0.0,0.0,0.0,15.3,1005.4,Partially cloudy
2020-09-28,64.75,193.29785,495.06454,35.8,24.6,30.0,38.2,24.6,31.6,59.6,0.0,0.0,0.0,15.4,1006.5,Clear
2020-09-29,64.79166666666667,192.4626,626.3344,35.9,24.3,29.8,39.8,24.3,31.9,62.1,0.0,0.0,0.0,15.4,1006.2,Clear
2020-09-30,54.25,194.12285,591.86206,35.0,23.0,29.1,36.4,23.0,30.0,60.1,0.0,0.0,0.0,16.5,1005.1,Clear
2020-10-01,54.68181818181818,192.5653,446.95953,36.8,23.0,29.3,38.0,23.0,30.2,58.1,0.0,0.0,0.0,15.2,1004.6,Clear
2020-10-02,68.9090909090909,193.40225,334.15964,35.8,22.6,29.1,38.7,22.6,30.4,60.1,0.0,0.0,0.0,15.1,1005.3,Clear
2020-10-03,73.8695652173913,192.43166,475.21136,35.8,22.3,28.8,36.6,22.3,29.3,57.1,0.0,0.0,0.0,13.0,1006.4,Clear
2020-10-04,69.875,193.084,408.83276,34.8,20.8,27.4,35.2,20.8,27.6,57.2,0.0,0.0,0.0,13.0,1007.4,Clear
2020-10-05,67.83333333333333,192.74384,400.7541,35.0,21.0,27.7,36.7,21.0,28.0,55.8,0.0,0.0,0.0,22.3,1007.0,Clear
2020-10-06,67.79166666666667,191.02504,366.3617,35.9,20.4,27.9,37.4,20.4,28.5,55.9,0.0,0.0,0.0,14.7,1007.3,Clear
2020-10-07,80.0,188.89983,438.30206,35.8,20.5,28.1,38.8,20.5,28.6,56.7,0.0,0.0,0.0,16.6,1009.2,Clear
2020-10-08,74.5,188.15932,443.9427,35.8,21.1,28.0,37.7,21.1,28.8,59.5,0.0,0.0,0.0,10.3,1009.6,Clear
2020-10-09,82.1304347826087,185.14915,439.60648,34.8,20.8,27.7,38.8,20.8,28.6,59.0,0.0,0.0,0.0,7.6,1009.7,Clear
2020-10-10,89.95652173913044,181.2781,482.62292,34.6,21.0,28.0,36.4,21.0,29.0,58.9,0.0,0.0,0.0,13.0,1008.4,Clear
2020-10-11,88.91666666666667,182.25969,456.30994,34.9,21.7,27.6,35.8,21.7,28.0,58.2,0.0,0.0,0.0,14.7,1006.5,Clear
2020-10-12,110.8095238095238,179.86844,438.7825,34.8,21.2,27.1,36.1,21.2,27.5,60.0,0.0,0.0,0.0,5.4,1005.0,Clear
2020-10-13,117.75,174.23056,557.50793,34.8,21.5,27.7,39.7,21.5,29.5,66.4,0.0,0.0,0.0,7.6,1005.9,Clear
2020-10-14,111.54166666666669,160.93005,543.6248,34.0,24.9,28.9,38.3,24.9,31.0,66.6,0.0,0.0,0.0,7.6,1007.3,Partially cloudy
2020-10-15,118.45833333333331,171.8965,537.8268,34.6,22.0,28.0,34.7,22.0,28.0,53.7,0.0,0.0,0.0,7.9,1008.0,Partially cloudy
2020-10-16,97.16666666666669,178.67575,350.98706,33.8,19.2,26.5,32.9,19.2,26.1,48.6,0.0,0.0,0.0,7.6,1007.9,Clear
2020-10-17,117.5,173.52107,298.81866,34.5,18.9,25.5,34.8,18.9,25.5,55.8,0.0,0.0,0.0,5.4,1008.6,Clear
2020-10-18,106.0,174.549,355.31732,34.4,18.9,26.1,33.1,18.9,25.8,50.4,0.0,0.0,0.0,13.0,1008.6,Clear
2020-10-19,110.8695652173913,168.4301,341.52902,33.3,17.5,25.7,33.0,17.5,25.3,50.7,0.0,0.0,0.0,16.6,1008.4,Clear
2020-10-20,91.70833333333331,177.45688,359.846,33.8,16.4,24.6,33.0,16.4,24.2,51.2,0.0,0.0,0.0,8.5,1007.9,Clear
